name,img,threeD,in: Max Height[ft],in: Average Tower Floorplate[sqft],in: Position Index,out: Plaza Analysis Area[sqft],out: Average Daylight Hours Equinox[hr],out: Facade Analysis Area[sqft],out: Area with View[sqft],out: Empire State[sqft],out: Central Park[sqft],out: East River[sqft],out: Daylight Evaluation Score[%]
0698,design_explorer_data/kpf/Images/0698.png,design_explorer_data/kpf/Json/0698.json,924.0,19627.118644,0,42000.0,3.120145,568729.023343,257296.028958,62949.579824,127297.448554,137187.266989,92.2075
0699,design_explorer_data/kpf/Images/0699.png,design_explorer_data/kpf/Json/0699.json,1008.0,17926.153846,0,42000.0,3.120145,590057.687153,278624.692768,68281.745776,137961.780459,152683.648174,92.046667
0700,design_explorer_data/kpf/Images/0700.png,design_explorer_data/kpf/Json/0700.json,1078.0,16525.714286,0,42000.0,3.120145,604391.953204,297948.06199,72080.288567,148690.760651,170728.025594,92.1225
0701,design_explorer_data/kpf/Images/0701.png,design_explorer_data/kpf/Json/0701.json,784.0,23608.163265,0,42000.0,3.159629,531169.10671,221965.132397,54962.794689,109925.589377,97434.04513,91.7675
0702,design_explorer_data/kpf/Images/0702.png,design_explorer_data/kpf/Json/0702.json,826.0,22523.076923,0,42000.0,3.159629,546093.146168,236889.171855,58693.804553,117387.609107,109649.670109,92.1975
0703,design_explorer_data/kpf/Images/0703.png,design_explorer_data/kpf/Json/0703.json,882.0,21064.285714,0,42000.0,3.159629,562592.889306,253388.914993,62818.740338,125637.480675,123168.672617,92.760833
0704,design_explorer_data/kpf/Images/0704.png,design_explorer_data/kpf/Json/0704.json,952.0,19200.0,0,42000.0,3.159629,576927.155357,267723.181044,66402.30685,132804.613701,134281.746529,92.659167
0705,design_explorer_data/kpf/Images/0705.png,design_explorer_data/kpf/Json/0705.json,854.0,21533.333333,0,42000.0,3.159629,552561.371059,243850.573572,60310.860776,121145.703851,120396.926389,92.478333
0706,design_explorer_data/kpf/Images/0706.png,design_explorer_data/kpf/Json/0706.json,910.0,20193.103448,0,42000.0,3.159629,569061.114197,260350.31671,64435.79656,129395.57542,133145.653723,92.775
0707,design_explorer_data/kpf/Images/0707.png,design_explorer_data/kpf/Json/0707.json,980.0,18457.142857,0,42000.0,3.159629,583395.380248,274684.582761,68019.363073,136562.708445,143826.189146,92.963333
0708,design_explorer_data/kpf/Images/0708.png,design_explorer_data/kpf/Json/0708.json,952.0,19081.967213,0,42000.0,3.159629,578566.459576,271396.212438,66812.132905,135111.017294,146605.726406,92.550833
0709,design_explorer_data/kpf/Images/0709.png,design_explorer_data/kpf/Json/0709.json,1036.0,17480.597015,0,42000.0,3.159629,599895.123385,292724.876247,72144.298857,145775.349198,161672.155034,92.838333
0710,design_explorer_data/kpf/Images/0710.png,design_explorer_data/kpf/Json/0710.json,1106.0,16150.0,0,42000.0,3.159629,614229.389437,310416.356913,75727.86537,155496.682216,178877.314792,92.904167
0711,design_explorer_data/kpf/Images/0711.png,design_explorer_data/kpf/Json/0711.json,882.0,20614.285714,0,42000.0,3.223221,559029.595951,255484.422319,64016.597848,127645.216315,129585.113219,92.8425
0712,design_explorer_data/kpf/Images/0712.png,design_explorer_data/kpf/Json/0712.json,938.0,19380.0,0,42000.0,3.223221,575529.339088,271984.165457,68141.533632,135895.087883,141951.245623,93.23
0713,design_explorer_data/kpf/Images/0713.png,design_explorer_data/kpf/Json/0713.json,1008.0,17760.0,0,42000.0,3.223221,589863.605139,286318.431508,71725.100145,143062.220909,152201.828489,92.983333
0714,design_explorer_data/kpf/Images/0714.png,design_explorer_data/kpf/Json/0714.json,980.0,18342.857143,0,42000.0,3.223221,585034.684467,282260.384283,70517.869977,141226.738282,154642.837949,93.020833
0715,design_explorer_data/kpf/Images/0715.png,design_explorer_data/kpf/Json/0715.json,1064.0,16852.173913,0,42000.0,3.223221,606363.348276,303589.048092,75850.035929,151891.070187,170261.101878,93.155833
0716,design_explorer_data/kpf/Images/0716.png,design_explorer_data/kpf/Json/0716.json,1134.0,15600.0,0,42000.0,3.223221,620697.614328,320076.006825,79433.602442,160809.388584,185653.013909,93.296667
0717,design_explorer_data/kpf/Images/0717.png,design_explorer_data/kpf/Json/0717.json,1036.0,17373.134328,0,42000.0,3.243856,601534.427604,308530.656667,76938.37534,154071.039507,175637.099261,93.045
0718,design_explorer_data/kpf/Images/0718.png,design_explorer_data/kpf/Json/0718.json,1106.0,16050.0,0,42000.0,3.243856,615868.693656,322864.922719,80521.941853,161238.172533,186387.7988,93.350833
0719,design_explorer_data/kpf/Images/0719.png,design_explorer_data/kpf/Json/0719.json,1190.0,14907.692308,0,42000.0,3.243856,637197.357465,344387.875355,85854.107805,172096.793264,204525.957683,93.445833
0720,design_explorer_data/kpf/Images/0720.png,design_explorer_data/kpf/Json/0720.json,1274.0,13885.714286,0,42000.0,3.243856,657666.116161,378804.92077,93551.012822,190360.974861,231385.394418,94.014167
0721,design_explorer_data/kpf/Images/0721.png,design_explorer_data/kpf/Json/0721.json,812.0,22800.0,0,45150.0,3.468538,541006.542942,238876.761532,59190.701972,118381.403945,110117.766981,93.903333
0722,design_explorer_data/kpf/Images/0722.png,design_explorer_data/kpf/Json/0722.json,840.0,21781.132075,0,45150.0,3.468538,547474.767833,245344.986423,60807.758195,121615.516391,115821.09847,94.708333
0723,design_explorer_data/kpf/Images/0723.png,design_explorer_data/kpf/Json/0723.json,896.0,20400.0,0,45150.0,3.468538,563974.51097,261844.72956,64932.693979,129865.387959,128955.112959,94.9475
0724,design_explorer_data/kpf/Images/0724.png,design_explorer_data/kpf/Json/0724.json,966.0,18619.354839,0,45150.0,3.468538,578308.777022,276178.995611,68516.260492,137032.520985,139850.624661,95.090833
0725,design_explorer_data/kpf/Images/0725.png,design_explorer_data/kpf/Json/0725.json,882.0,20871.428571,0,45150.0,3.468538,562398.807292,260423.149666,64538.76806,129246.156597,132400.73007,94.8175
0726,design_explorer_data/kpf/Images/0726.png,design_explorer_data/kpf/Json/0726.json,938.0,19620.0,0,45150.0,3.468538,578898.550429,276922.892803,68663.703844,137496.028166,144766.862474,95.203333
0727,design_explorer_data/kpf/Images/0727.png,design_explorer_data/kpf/Json/0727.json,1008.0,17981.538462,0,45150.0,3.468538,593232.81648,291257.158854,72247.270357,144663.161192,155017.445341,94.953333
0728,design_explorer_data/kpf/Images/0728.png,design_explorer_data/kpf/Json/0728.json,980.0,18571.428571,0,45150.0,3.468538,588403.895808,287199.111629,71040.040189,142827.678565,157458.4548,94.975
0729,design_explorer_data/kpf/Images/0729.png,design_explorer_data/kpf/Json/0729.json,1064.0,17060.869565,0,45150.0,3.468538,609732.559618,308527.775439,76372.206141,153492.01047,173076.71873,95.108333
0730,design_explorer_data/kpf/Images/0730.png,design_explorer_data/kpf/Json/0730.json,1134.0,15794.594595,0,45150.0,3.468538,624066.825669,324823.031277,79955.772654,162218.625971,188468.630761,95.225
0731,design_explorer_data/kpf/Images/0731.png,design_explorer_data/kpf/Json/0731.json,910.0,20006.896552,0,45150.0,3.500561,568867.032183,271387.952763,67896.391657,135404.803932,141608.849853,95.029167
0732,design_explorer_data/kpf/Images/0732.png,design_explorer_data/kpf/Json/0732.json,966.0,18851.612903,0,45150.0,3.500561,585366.77532,287887.6959,72021.327441,143654.675501,153592.387328,95.3625
0733,design_explorer_data/kpf/Images/0733.png,design_explorer_data/kpf/Json/0733.json,1036.0,17319.402985,0,45150.0,3.500561,599701.041372,302221.961952,75604.893954,150821.808527,163413.017637,95.555
0734,design_explorer_data/kpf/Images/0734.png,design_explorer_data/kpf/Json/0734.json,1008.0,17870.769231,0,45150.0,3.500561,594872.120699,297779.225843,74397.663786,148793.831891,165709.18985,95.145
0735,design_explorer_data/kpf/Images/0735.png,design_explorer_data/kpf/Json/0735.json,1092.0,16461.971831,0,45150.0,3.500561,616200.784509,319107.889653,79729.829738,159458.163795,181705.687707,95.539167
0736,design_explorer_data/kpf/Images/0736.png,design_explorer_data/kpf/Json/0736.json,1162.0,15268.421053,0,45150.0,3.500561,630535.05056,334416.185769,83313.396251,167596.740954,195460.539317,95.6875
0737,design_explorer_data/kpf/Images/0737.png,design_explorer_data/kpf/Json/0737.json,1064.0,16956.521739,0,45150.0,3.50942,611371.863837,322903.807391,80435.574219,161065.437265,186513.051106,95.579167
0738,design_explorer_data/kpf/Images/0738.png,design_explorer_data/kpf/Json/0738.json,1134.0,15697.297297,0,45150.0,3.50942,625706.129888,337238.073443,84019.140732,168232.570291,197263.750645,95.835833
0739,design_explorer_data/kpf/Images/0739.png,design_explorer_data/kpf/Json/0739.json,1218.0,14610.0,0,45150.0,3.50942,647034.793697,358566.737252,89351.306684,178896.902196,214738.879172,95.860833
0740,design_explorer_data/kpf/Images/0740.png,design_explorer_data/kpf/Json/0740.json,1302.0,13632.55814,0,45150.0,3.50942,667503.552393,391458.261266,96618.259144,196495.467505,240971.488591,96.529167
0741,design_explorer_data/kpf/Images/0741.png,design_explorer_data/kpf/Json/0741.json,952.0,19200.0,0,49500.0,3.752364,583094.844692,294282.360409,73716.08237,147044.185359,158683.566786,96.814167
0742,design_explorer_data/kpf/Images/0742.png,design_explorer_data/kpf/Json/0742.json,994.0,18131.25,0,49500.0,3.752364,591835.000211,303022.515928,75901.12125,151414.263119,165044.095463,96.915833
0743,design_explorer_data/kpf/Images/0743.png,design_explorer_data/kpf/Json/0743.json,1064.0,16695.652174,0,49500.0,3.752364,606169.266263,317356.78198,79484.687763,158581.396145,174841.452389,97.2325
0744,design_explorer_data/kpf/Images/0744.png,design_explorer_data/kpf/Json/0744.json,1036.0,17211.940299,0,49500.0,3.752364,601340.34559,312527.562171,78277.457595,156166.636672,176199.325346,96.883333
0745,design_explorer_data/kpf/Images/0745.png,design_explorer_data/kpf/Json/0745.json,1120.0,15895.890411,0,49500.0,3.752364,622669.0094,333856.225981,83609.623547,166830.968577,192195.823203,97.163333
0746,design_explorer_data/kpf/Images/0746.png,design_explorer_data/kpf/Json/0746.json,1190.0,14769.230769,0,49500.0,3.752364,637003.275451,348384.780859,87193.19006,174192.390429,205088.183767,97.080833
0747,design_explorer_data/kpf/Images/0747.png,design_explorer_data/kpf/Json/0747.json,1092.0,16360.56338,0,49500.0,3.757836,617840.088728,336507.649428,83932.773098,168059.835024,196619.694264,97.183333
0748,design_explorer_data/kpf/Images/0748.png,design_explorer_data/kpf/Json/0748.json,1162.0,15173.684211,0,49500.0,3.757836,632174.354779,350841.915479,87516.339611,175226.968049,207370.393802,97.46
0749,design_explorer_data/kpf/Images/0749.png,design_explorer_data/kpf/Json/0749.json,1246.0,14151.219512,0,49500.0,3.757836,653503.018589,372170.579289,92848.505564,185891.299954,224381.952663,97.441667
0750,design_explorer_data/kpf/Images/0750.png,design_explorer_data/kpf/Json/0750.json,1330.0,13227.272727,0,49500.0,3.757836,673971.777284,403539.167832,99685.505466,202629.960149,249985.148836,97.708333
0751,design_explorer_data/kpf/Images/0751.png,design_explorer_data/kpf/Json/0751.json,1148.0,15600.0,0,52775.0,3.863895,634339.831865,364485.838733,90927.170856,182048.63054,217603.485811,98.573333
0752,design_explorer_data/kpf/Images/0752.png,design_explorer_data/kpf/Json/0752.json,1218.0,14520.0,0,52775.0,3.863895,648674.097916,378820.104784,94510.737369,189215.763566,228354.185349,98.873333
0753,design_explorer_data/kpf/Images/0753.png,design_explorer_data/kpf/Json/0753.json,1288.0,13567.058824,0,52775.0,3.863895,663008.363968,393154.370836,98094.303882,196382.896591,239467.259261,99.0375
0754,design_explorer_data/kpf/Images/0754.png,design_explorer_data/kpf/Json/0754.json,1386.0,12743.478261,0,52775.0,3.863895,690471.520421,428103.595995,105819.99811,214906.703231,268407.32656,99.153333
0755,design_explorer_data/kpf/Images/0755.png,design_explorer_data/kpf/Json/0755.json,1456.0,12000.0,0,56850.0,4.079604,704805.786473,458553.325143,113488.113915,230235.177047,291196.697697,101.369167
